country_code,date,tmax_c,tmean_c,threshold_p90_c,anomaly_c,is_hot_day,heatwave_id,heatwave_day,heatwave_length
FR,2021-06-13,27.68,21.89,28.63,-0.95,False,,,
FR,2021-06-14,29.17,22.89,29.04,0.13,True,,,
FR,2021-06-15,29.03,23.61,29.2,-0.17,False,,,
FR,2021-06-16,30.89,25.09,29.22,1.67,True,,,
FR,2021-06-17,28.31,24.17,29.48,-1.17,False,,,
FR,2021-06-18,27.14,23.08,30.31,-3.17,False,,,
FR,2021-06-19,26.6,21.93,30.38,-3.78,False,,,
FR,2021-06-20,25.39,20.95,30.55,-5.16,False,,,
FR,2021-06-21,24.08,20.07,30.55,-6.47,False,,,
FR,2021-06-22,21.46,17.73,30.92,-9.46,False,,,
FR,2021-06-23,19.84,17.03,31.25,-11.41,False,,,
FR,2021-06-24,20.8,17.05,31.42,-10.62,False,,,
FR,2021-06-25,22.93,17.73,31.42,-8.49,False,,,
FR,2021-06-26,23.63,19.39,31.42,-7.79,False,,,
FR,2021-06-27,23.62,20.18,31.56,-7.94,False,,,
FR,2021-06-28,22.92,19.15,31.25,-8.33,False,,,
FR,2021-06-29,20.77,17.57,31.15,-10.38,False,,,
FR,2021-06-30,20.58,17.14,31.15,-10.57,False,,,
FR,2021-07-01,23.43,18.6,31.2,-7.77,False,,,
FR,2021-07-02,26.1,20.88,31.15,-5.05,False,,,
FR,2021-07-03,23.91,20.7,30.6,-6.69,False,,,
FR,2021-07-04,22.75,19.05,30.6,-7.85,False,,,
FR,2021-07-05,24.08,20.19,30.57,-6.49,False,,,
FR,2021-07-06,22.04,19.43,30.57,-8.53,False,,,
FR,2021-07-07,22.66,18.82,30.47,-7.81,False,,,
FR,2021-07-08,22.13,18.61,30.42,-8.29,False,,,
FR,2021-07-09,22.71,18.88,30.25,-7.54,False,,,
FR,2021-07-10,22.27,18.65,30.25,-7.98,False,,,
FR,2021-07-11,24.29,19.74,30.44,-6.15,False,,,
FR,2021-07-12,23.5,19.08,30.47,-6.97,False,,,
FR,2021-07-13,19.93,17.25,30.58,-10.65,False,,,
FR,2021-07-14,20.68,17.63,30.42,-9.74,False,,,
FR,2021-07-15,22.95,19.58,30.42,-7.47,False,,,
FR,2021-07-16,22.15,18.9,30.42,-8.27,False,,,
FR,2021-07-17,25.08,20.12,30.58,-5.5,False,,,
FR,2021-07-18,28.34,22.76,30.62,-2.28,False,,,
FR,2021-07-19,28.05,22.88,30.62,-2.57,False,,,
FR,2021-07-20,27.98,22.67,30.85,-2.87,False,,,
FR,2021-07-21,28.37,22.79,30.69,-2.32,False,,,
FR,2021-07-22,28.21,23.13,30.69,-2.48,False,,,
FR,2021-07-23,29.4,23.94,30.91,-1.51,False,,,
FR,2021-07-24,26.47,22.41,30.98,-4.51,False,,,
FR,2021-07-25,24.29,20.56,30.85,-6.56,False,,,
FR,2021-07-26,24.14,20.39,30.61,-6.47,False,,,
FR,2021-07-27,22.85,19.9,30.61,-7.76,False,,,
FR,2021-07-28,23.75,20.26,30.71,-6.96,False,,,
FR,2021-07-29,24.57,20.57,30.97,-6.4,False,,,
FR,2021-07-30,23.87,20.23,31.03,-7.16,False,,,
FR,2021-07-31,23.12,19.19,31.54,-8.42,False,,,
FR,2021-08-01,22.88,18.56,31.03,-8.15,False,,,
FR,2021-08-02,22.93,18.59,31.03,-8.1,False,,,
FR,2021-08-03,21.33,17.77,31.54,-10.21,False,,,
FR,2021-08-04,20.6,17.66,31.83,-11.23,False,,,
FR,2021-08-05,23.25,19.28,32.27,-9.02,False,,,
FR,2021-08-06,22.94,19.78,32.52,-9.58,False,,,
FR,2021-08-07,22.36,18.57,32.28,-9.92,False,,,
FR,2021-08-08,22.58,18.31,32.28,-9.7,False,,,
FR,2021-08-09,24.57,19.3,32.28,-7.71,False,,,
FR,2021-08-10,25.65,20.92,32.28,-6.63,False,,,
FR,2021-08-11,27.14,21.73,32.12,-4.98,False,,,
FR,2021-08-12,29.91,23.09,32.07,-2.16,False,,,
FR,2021-08-13,27.88,22.7,32.07,-4.19,False,,,
FR,2021-08-14,29.59,23.52,31.94,-2.35,False,,,
FR,2021-08-15,29.47,23.22,31.84,-2.37,False,,,
FR,2021-08-16,22.96,19.98,31.84,-8.88,False,,,
FR,2021-08-17,21.57,18.49,31.84,-10.27,False,,,
FR,2021-08-18,22.66,18.92,31.44,-8.78,False,,,
FR,2021-08-19,22.35,18.7,31.02,-8.67,False,,,
FR,2021-08-20,25.05,20.42,30.59,-5.54,False,,,
FR,2021-08-21,26.95,21.36,30.46,-3.51,False,,,
FR,2021-08-22,22.93,20.21,30.46,-7.53,False,,,
FR,2021-08-23,23.56,19.8,30.46,-6.9,False,,,
FR,2021-08-24,24.12,19.68,30.44,-6.32,False,,,
FR,2021-08-25,24.91,19.68,30.44,-5.53,False,,,
FR,2021-08-26,23.19,18.86,30.28,-7.09,False,,,
FR,2021-08-27,22.6,18.6,30.28,-7.68,False,,,
FR,2021-08-28,22.2,17.68,30.16,-7.96,False,,,
FR,2021-08-29,21.47,17.55,30.16,-8.69,False,,,
FR,2021-08-30,22.48,18.35,30.16,-7.68,False,,,
FR,2021-08-31,23.7,18.9,30.04,-6.34,False,,,
FR,2021-09-01,23.87,18.91,29.34,-5.47,False,,,
FR,2021-09-02,25.41,19.81,29.02,-3.61,False,,,
FR,2021-09-03,25.94,20.41,28.98,-3.04,False,,,
FR,2021-09-04,25.57,20.79,28.81,-3.24,False,,,
FR,2021-09-05,27.54,21.83,28.7,-1.16,False,,,
FR,2021-09-06,27.82,22.13,28.61,-0.79,False,,,
FR,2021-09-07,28.7,22.7,28.61,0.09,True,,,
FR,2021-09-08,28.86,23.28,28.61,0.25,True,,,
FR,2021-09-09,26.01,22.08,28.68,-2.67,False,,,
FR,2021-09-10,22.97,19.85,28.61,-5.64,False,,,
FR,2021-09-11,23.19,19.01,28.41,-5.22,False,,,
FR,2021-09-12,23.47,18.94,28.37,-4.9,False,,,
FR,2021-09-13,26.11,20.32,28.19,-2.08,False,,,
FR,2021-09-14,25.24,21.26,28.12,-2.88,False,,,
FR,2021-09-15,23.69,20.15,27.46,-3.77,False,,,
FR,2021-09-16,21.7,18.37,27.21,-5.51,False,,,
FR,2021-09-17,22.73,18.17,27.08,-4.35,False,,,
FR,2021-09-18,23.09,18.44,27.02,-3.93,False,,,
FR,2021-09-19,21.49,17.31,26.7,-5.21,False,,,
FR,2021-09-20,19.53,16.38,26.58,-7.05,False,,,
FR,2021-09-21,18.85,15.31,26.09,-7.24,False,,,
FR,2021-09-22,21.12,15.52,25.85,-4.73,False,,,
FR,2021-09-23,22.42,16.45,25.47,-3.05,False,,,
FR,2021-09-24,22.61,17.41,25.1,-2.49,False,,,
FR,2021-09-25,24.62,18.58,24.82,-0.2,False,,,
FR,2021-09-26,21.75,18.41,24.49,-2.74,False,,,
FR,2021-09-27,21.06,17.12,24.19,-3.13,False,,,
FR,2021-09-28,20.18,15.73,23.54,-3.36,False,,,
FR,2021-09-29,18.13,15.3,23.28,-5.15,False,,,
FR,2021-09-30,18.48,13.63,23.27,-4.79,False,,,
FR,2021-10-01,19.91,14.9,23.27,-3.36,False,,,
FR,2021-10-02,20.05,16.66,23.27,-3.22,False,,,
FR,2021-10-03,19.5,16.46,23.23,-3.73,False,,,
FR,2021-10-04,17.28,13.36,23.27,-5.99,False,,,
FR,2021-10-05,16.71,13.59,23.27,-6.56,False,,,
FR,2021-10-06,16.58,13.09,23.27,-6.69,False,,,
FR,2021-10-07,17.55,12.55,23.27,-5.72,False,,,
FR,2021-10-08,18.11,12.99,23.14,-5.03,False,,,
FR,2021-10-09,17.91,13.05,23.27,-5.36,False,,,
FR,2021-10-10,17.35,12.75,23.14,-5.79,False,,,
FR,2021-10-11,17.03,12.73,23.14,-6.11,False,,,
FR,2021-10-12,16.25,11.76,23.28,-7.03,False,,,
FR,2021-10-13,15.64,10.97,23.14,-7.5,False,,,
FR,2021-10-14,16.77,11.07,23.07,-6.3,False,,,
FR,2021-10-15,17.41,11.99,22.83,-5.42,False,,,
FR,2021-10-16,16.75,11.2,22.61,-5.86,False,,,
FR,2021-10-17,17.06,11.16,22.44,-5.38,False,,,
FR,2021-10-18,19.0,13.05,22.1,-3.1,False,,,
FR,2021-10-19,21.08,16.83,21.83,-0.75,False,,,
FR,2021-10-20,19.79,17.49,21.79,-2.0,False,,,
FR,2021-10-21,15.84,12.75,21.67,-5.83,False,,,
FR,2021-10-22,14.7,10.39,21.55,-6.85,False,,,
FR,2021-10-23,15.62,10.6,21.32,-5.7,False,,,
FR,2021-10-24,16.32,9.94,21.19,-4.87,False,,,
FR,2021-10-25,16.75,11.87,21.08,-4.33,False,,,
FR,2021-10-26,16.35,12.02,20.33,-3.98,False,,,
FR,2021-10-27,16.67,11.6,19.85,-3.18,False,,,
FR,2021-10-28,18.11,12.69,19.59,-1.48,False,,,
FR,2021-10-29,16.94,13.95,19.06,-2.12,False,,,
FR,2021-10-30,16.67,14.17,18.93,-2.26,False,,,
FR,2021-10-31,18.1,13.87,18.93,-0.83,False,,,
FR,2021-11-01,14.63,11.49,18.38,-3.75,False,,,
FR,2021-11-02,13.49,10.44,18.25,-4.76,False,,,
FR,2021-11-03,12.88,9.18,18.2,-5.32,False,,,
FR,2021-11-04,11.07,7.99,18.12,-7.05,False,,,
FR,2021-11-05,11.62,7.73,17.99,-6.37,False,,,
FR,2021-11-06,11.4,6.84,17.72,-6.32,False,,,
FR,2021-11-07,12.69,9.26,17.69,-5.0,False,,,
FR,2021-11-08,12.16,8.66,17.3,-5.14,False,,,
FR,2021-11-09,10.68,6.44,17.1,-6.42,False,,,
FR,2021-11-10,10.22,6.9,16.97,-6.75,False,,,
FR,2021-11-11,11.73,7.61,16.97,-5.24,False,,,
FR,2021-11-12,12.76,8.65,16.83,-4.07,False,,,
FR,2021-11-13,13.76,11.18,16.53,-2.77,False,,,
FR,2021-11-14,12.61,10.36,16.41,-3.8,False,,,
FR,2021-11-15,10.1,8.15,16.28,-6.18,False,,,
FR,2021-11-16,10.18,8.35,16.11,-5.93,False,,,
FR,2021-11-17,11.77,8.44,16.03,-4.26,False,,,
FR,2021-11-18,12.0,7.2,16.03,-4.03,False,,,
FR,2021-11-19,12.0,8.72,15.94,-3.94,False,,,
FR,2021-11-20,11.77,8.62,15.72,-3.95,False,,,
FR,2021-11-21,10.24,7.66,15.52,-5.28,False,,,
FR,2021-11-22,9.18,6.08,15.13,-5.95,False,,,
FR,2021-11-23,10.31,6.02,14.41,-4.1,False,,,
FR,2021-11-24,8.76,6.56,14.27,-5.51,False,,,
FR,2021-11-25,8.11,5.89,13.85,-5.74,False,,,
FR,2021-11-26,7.25,4.87,13.82,-6.57,False,,,
FR,2021-11-27,6.64,4.34,13.74,-7.1,False,,,
FR,2021-11-28,6.22,4.17,13.56,-7.34,False,,,
FR,2021-11-29,5.47,2.18,13.48,-8.01,False,,,
FR,2021-11-30,7.89,5.26,13.46,-5.57,False,,,
FR,2021-12-01,10.53,7.54,13.38,-2.85,False,,,
FR,2021-12-02,6.77,4.17,13.36,-6.59,False,,,
FR,2021-12-03,8.52,3.89,13.36,-4.84,False,,,
FR,2021-12-04,11.47,8.19,13.22,-1.75,False,,,
FR,2021-12-05,6.74,4.62,13.09,-6.35,False,,,
FR,2021-12-06,7.63,5.11,13.08,-5.45,False,,,
FR,2021-12-07,9.2,6.24,12.79,-3.59,False,,,
FR,2021-12-08,8.46,5.32,12.74,-4.28,False,,,
FR,2021-12-09,7.3,4.41,12.79,-5.49,False,,,
FR,2021-12-10,8.64,6.11,12.93,-4.29,False,,,
FR,2021-12-11,7.88,4.95,13.29,-5.41,False,,,
FR,2021-12-12,10.36,7.09,13.45,-3.09,False,,,
FR,2021-12-13,10.02,6.95,13.46,-3.44,False,,,
FR,2021-12-14,8.76,5.97,13.46,-4.7,False,,,
FR,2021-12-15,9.56,7.09,13.56,-4.0,False,,,
FR,2021-12-16,10.74,7.05,13.6,-2.86,False,,,
FR,2021-12-17,10.28,6.21,13.72,-3.44,False,,,
FR,2021-12-18,9.68,5.29,13.72,-4.04,False,,,
FR,2021-12-19,7.61,5.33,13.7,-6.09,False,,,
FR,2021-12-20,5.22,3.9,13.58,-8.36,False,,,
FR,2021-12-21,5.9,1.82,13.58,-7.68,False,,,
FR,2021-12-22,4.83,1.3,13.7,-8.87,False,,,
FR,2021-12-23,9.67,5.77,13.87,-4.2,False,,,
FR,2021-12-24,10.84,8.84,13.93,-3.09,False,,,
FR,2021-12-25,11.4,8.82,13.88,-2.48,False,,,
FR,2021-12-26,10.96,8.13,13.88,-2.92,False,,,
FR,2021-12-27,11.98,9.51,13.87,-1.89,False,,,
FR,2021-12-28,12.96,11.34,13.87,-0.91,False,,,
FR,2021-12-29,15.54,12.96,13.73,1.81,True,,,
FR,2021-12-30,15.54,12.62,13.59,1.95,True,,,
FR,2021-12-31,14.35,10.29,13.49,0.86,True,,,
FR,2022-01-01,12.44,8.68,13.01,-0.57,False,,,
FR,2022-01-02,12.67,10.25,12.96,-0.29,False,,,
FR,2022-01-03,12.64,9.93,12.86,-0.22,False,,,
FR,2022-01-04,11.87,9.43,12.84,-0.97,False,,,
FR,2022-01-05,7.78,4.13,12.71,-4.93,False,,,
FR,2022-01-06,6.33,2.85,12.68,-6.35,False,,,
FR,2022-01-07,6.94,4.42,12.63,-5.69,False,,,
FR,2022-01-08,9.12,6.39,12.45,-3.33,False,,,
FR,2022-01-09,7.84,5.65,12.44,-4.6,False,,,
FR,2022-01-10,6.03,3.95,12.32,-6.29,False,,,
FR,2022-01-11,5.1,1.65,12.15,-7.05,False,,,
FR,2022-01-12,5.41,1.95,11.96,-6.55,False,,,
FR,2022-01-13,5.94,2.11,11.93,-5.99,False,,,
FR,2022-01-14,7.28,1.75,11.84,-4.56,False,,,
FR,2022-01-15,5.3,1.53,11.79,-6.49,False,,,
FR,2022-01-16,5.53,1.98,11.77,-6.24,False,,,
FR,2022-01-17,7.54,3.96,11.68,-4.14,False,,,
FR,2022-01-18,8.15,3.75,11.82,-3.67,False,,,
FR,2022-01-19,7.19,4.47,11.92,-4.73,False,,,
FR,2022-01-20,6.51,3.58,12.02,-5.51,False,,,
FR,2022-01-21,6.05,2.98,12.02,-5.97,False,,,
FR,2022-01-22,7.05,3.78,12.16,-5.11,False,,,
FR,2022-01-23,7.01,3.95,12.2,-5.19,False,,,
FR,2022-01-24,8.08,2.63,12.27,-4.19,False,,,
FR,2022-01-25,5.66,2.07,12.47,-6.81,False,,,
FR,2022-01-26,4.65,1.77,12.79,-8.14,False,,,
FR,2022-01-27,6.67,3.58,13.09,-6.42,False,,,
FR,2022-01-28,7.97,4.07,13.09,-5.12,False,,,
FR,2022-01-29,8.91,6.2,13.1,-4.19,False,,,
FR,2022-01-30,8.97,6.15,13.1,-4.13,False,,,
FR,2022-01-31,8.75,5.96,13.1,-4.35,False,,,
FR,2022-02-01,8.88,6.05,13.02,-4.14,False,,,
FR,2022-02-02,11.67,9.1,13.02,-1.35,False,,,
FR,2022-02-03,10.08,6.96,13.02,-2.94,False,,,
FR,2022-02-04,11.08,7.22,12.75,-1.67,False,,,
FR,2022-02-05,10.01,6.39,12.6,-2.59,False,,,
FR,2022-02-06,10.54,7.43,12.45,-1.91,False,,,
FR,2022-02-07,10.31,7.12,13.08,-2.77,False,,,
FR,2022-02-08,12.19,7.32,13.42,-1.23,False,,,
FR,2022-02-09,12.08,6.41,13.48,-1.4,False,,,
FR,2022-02-10,11.14,7.52,13.6,-2.46,False,,,
FR,2022-02-11,9.49,4.96,13.62,-4.13,False,,,
FR,2022-02-12,9.79,4.13,13.68,-3.89,False,,,
FR,2022-02-13,12.45,7.74,13.77,-1.32,False,,,
FR,2022-02-14,11.11,8.66,13.99,-2.88,False,,,
FR,2022-02-15,10.53,7.38,14.09,-3.56,False,,,
FR,2022-02-16,12.92,10.69,14.16,-1.24,False,,,
FR,2022-02-17,14.86,11.68,14.4,0.46,True,,,
FR,2022-02-18,14.26,10.47,14.69,-0.43,False,,,
FR,2022-02-19,10.44,7.44,14.73,-4.29,False,,,
FR,2022-02-20,12.86,9.4,14.84,-1.98,False,,,
FR,2022-02-21,11.07,8.69,14.85,-3.78,False,,,
FR,2022-02-22,12.38,8.94,14.81,-2.43,False,,,
FR,2022-02-23,12.83,8.4,14.63,-1.8,False,,,
FR,2022-02-24,12.64,8.65,14.82,-2.18,False,,,
FR,2022-02-25,9.88,6.06,14.42,-4.54,False,,,
FR,2022-02-26,10.56,4.87,14.63,-4.07,False,,,
FR,2022-02-27,11.05,5.29,14.82,-3.77,False,,,
FR,2022-02-28,12.0,5.36,14.83,-2.83,False,,,
FR,2022-03-01,11.15,6.6,15.22,-4.07,False,,,
FR,2022-03-02,11.17,7.22,15.43,-4.26,False,,,
FR,2022-03-03,12.9,8.17,15.52,-2.62,False,,,
FR,2022-03-04,12.31,8.14,15.65,-3.34,False,,,
FR,2022-03-05,10.96,6.76,15.62,-4.66,False,,,
FR,2022-03-06,8.85,5.05,15.65,-6.8,False,,,
FR,2022-03-07,8.19,3.96,15.81,-7.62,False,,,
FR,2022-03-08,12.53,5.89,16.08,-3.55,False,,,
FR,2022-03-09,14.22,8.31,16.16,-1.94,False,,,
FR,2022-03-10,15.25,9.47,16.16,-0.91,False,,,
FR,2022-03-11,13.52,10.36,16.27,-2.75,False,,,
FR,2022-03-12,11.07,9.07,16.44,-5.37,False,,,
FR,2022-03-13,11.24,8.97,16.73,-5.49,False,,,
FR,2022-03-14,14.08,9.39,16.93,-2.85,False,,,
FR,2022-03-15,14.13,11.04,16.99,-2.86,False,,,
FR,2022-03-16,17.02,11.96,16.95,0.07,True,,,
FR,2022-03-17,12.88,9.89,16.95,-4.07,False,,,
FR,2022-03-18,14.62,9.54,16.95,-2.33,False,,,
FR,2022-03-19,15.71,10.49,16.95,-1.24,False,,,
FR,2022-03-20,13.12,8.63,17.02,-3.9,False,,,
FR,2022-03-21,15.84,10.6,17.17,-1.33,False,,,
FR,2022-03-22,16.04,10.31,17.44,-1.4,False,,,
FR,2022-03-23,16.37,9.6,17.73,-1.36,False,,,
FR,2022-03-24,17.88,10.48,18.12,-0.24,False,,,
FR,2022-03-25,17.61,11.01,18.25,-0.64,False,,,
FR,2022-03-26,18.19,11.61,18.27,-0.08,False,,,
FR,2022-03-27,19.42,12.55,18.4,1.02,True,,,
FR,2022-03-28,19.66,12.69,18.4,1.26,True,,,
FR,2022-03-29,17.59,12.13,18.51,-0.92,False,,,
FR,2022-03-30,14.14,10.59,18.61,-4.47,False,,,
FR,2022-03-31,10.89,7.52,19.05,-8.16,False,,,
FR,2022-04-01,5.65,3.76,19.17,-13.52,False,,,
FR,2022-04-02,7.05,3.71,19.22,-12.17,False,,,
FR,2022-04-03,7.95,4.02,19.42,-11.47,False,,,
FR,2022-04-04,10.1,5.53,19.51,-9.41,False,,,
FR,2022-04-05,13.75,9.13,20.82,-7.07,False,,,
FR,2022-04-06,12.94,10.09,20.93,-7.99,False,,,
FR,2022-04-07,14.92,11.67,20.96,-6.04,False,,,
FR,2022-04-08,12.31,9.31,20.96,-8.65,False,,,
FR,2022-04-09,11.36,7.28,21.2,-9.84,False,,,
FR,2022-04-10,14.2,7.85,21.24,-7.04,False,,,
FR,2022-04-11,16.9,11.59,21.35,-4.45,False,,,
FR,2022-04-12,19.43,14.17,21.54,-2.11,False,,,
FR,2022-04-13,16.73,13.32,21.58,-4.85,False,,,
FR,2022-04-14,20.21,14.12,21.62,-1.41,False,,,
FR,2022-04-15,20.71,14.92,21.97,-1.26,False,,,
FR,2022-04-16,19.94,14.36,21.81,-1.87,False,,,
FR,2022-04-17,19.43,13.1,21.62,-2.19,False,,,
FR,2022-04-18,18.12,12.68,21.58,-3.46,False,,,
FR,2022-04-19,17.41,12.64,21.54,-4.13,False,,,
FR,2022-04-20,18.38,12.77,21.03,-2.65,False,,,
FR,2022-04-21,18.27,13.04,21.03,-2.76,False,,,
FR,2022-04-22,18.29,13.93,21.01,-2.72,False,,,
FR,2022-04-23,17.23,13.03,21.01,-3.78,False,,,
FR,2022-04-24,17.04,12.95,20.81,-3.77,False,,,
FR,2022-04-25,16.27,12.13,20.81,-4.54,False,,,
FR,2022-04-26,16.82,11.82,20.65,-3.83,False,,,
FR,2022-04-27,18.43,12.69,20.65,-2.22,False,,,
FR,2022-04-28,20.33,14.6,20.65,-0.32,False,,,
FR,2022-04-29,18.98,14.23,20.79,-1.81,False,,,
FR,2022-04-30,17.52,12.85,20.88,-3.36,False,,,
FR,2022-05-01,17.79,12.61,21.35,-3.56,False,,,
FR,2022-05-02,18.28,13.89,21.63,-3.35,False,,,
FR,2022-05-03,19.22,14.34,22.02,-2.8,False,,,
FR,2022-05-04,18.74,13.72,22.45,-3.71,False,,,
FR,2022-05-05,18.4,13.98,22.56,-4.16,False,,,
FR,2022-05-06,20.76,15.26,22.45,-1.69,False,,,
FR,2022-05-07,20.42,15.68,22.56,-2.14,False,,,
FR,2022-05-08,20.81,16.19,22.7,-1.89,False,,,
FR,2022-05-09,23.58,17.26,23.17,0.41,True,FR-2022-05-09,1,3
FR,2022-05-10,24.97,19.11,23.19,1.78,True,FR-2022-05-09,2,3
FR,2022-05-11,24.7,18.59,23.19,1.51,True,FR-2022-05-09,3,3
FR,2022-05-12,21.42,16.85,23.36,-1.94,False,,,
FR,2022-05-13,21.12,16.21,23.54,-2.42,False,,,
FR,2022-05-14,23.17,17.52,23.71,-0.54,False,,,
FR,2022-05-15,26.7,20.49,24.09,2.61,True,FR-2022-05-15,1,5
FR,2022-05-16,24.74,20.09,24.09,0.65,True,FR-2022-05-15,2,5
FR,2022-05-17,27.24,21.63,23.75,3.49,True,FR-2022-05-15,3,5
FR,2022-05-18,27.15,22.05,24.09,3.06,True,FR-2022-05-15,4,5
FR,2022-05-19,25.55,21.71,24.09,1.46,True,FR-2022-05-15,5,5
FR,2022-05-20,24.05,19.31,24.69,-0.64,False,,,
FR,2022-05-21,24.77,19.13,24.8,-0.03,False,,,
FR,2022-05-22,25.39,20.28,25.21,0.18,True,,,
FR,2022-05-23,21.58,18.2,25.21,-3.63,False,,,
FR,2022-05-24,18.89,15.49,25.21,-6.32,False,,,
FR,2022-05-25,20.55,16.12,25.25,-4.7,False,,,
FR,2022-05-26,21.09,17.27,25.32,-4.23,False,,,
FR,2022-05-27,22.86,17.89,25.32,-2.46,False,,,
FR,2022-05-28,21.6,16.65,25.44,-3.84,False,,,
FR,2022-05-29,18.83,14.66,25.44,-6.61,False,,,
FR,2022-05-30,19.82,15.04,25.89,-6.07,False,,,
FR,2022-05-31,21.46,16.66,26.07,-4.61,False,,,
FR,2022-06-01,22.42,17.08,26.2,-3.78,False,,,
FR,2022-06-02,24.67,19.07,26.22,-1.55,False,,,
FR,2022-06-03,26.87,20.46,26.31,0.56,True,,,
FR,2022-06-04,27.7,21.79,26.61,1.09,True,,,
FR,2022-06-05,23.47,19.79,26.61,-3.14,False,,,
FR,2022-06-06,22.66,18.49,26.65,-3.99,False,,,
FR,2022-06-07,23.11,19.0,26.83,-3.72,False,,,
FR,2022-06-08,21.42,17.69,27.2,-5.78,False,,,
FR,2022-06-09,21.04,17.33,27.69,-6.65,False,,,
FR,2022-06-10,23.95,19.17,27.99,-4.04,False,,,
FR,2022-06-11,26.25,20.49,28.45,-2.2,False,,,
FR,2022-06-12,24.86,19.78,28.57,-3.71,False,,,
FR,2022-06-13,25.52,19.97,28.63,-3.11,False,,,
FR,2022-06-14,26.69,20.96,29.04,-2.35,False,,,
FR,2022-06-15,30.09,23.06,29.2,0.89,True,FR-2022-06-15,1,4
FR,2022-06-16,29.47,23.73,29.22,0.25,True,FR-2022-06-15,2,4
FR,2022-06-17,31.9,25.36,29.48,2.42,True,FR-2022-06-15,3,4
FR,2022-06-18,34.15,27.24,30.31,3.84,True,FR-2022-06-15,4,4
FR,2022-06-19,27.14,22.79,30.38,-3.24,False,,,
FR,2022-06-20,24.92,21.0,30.55,-5.63,False,,,
FR,2022-06-21,26.38,21.55,30.55,-4.17,False,,,
FR,2022-06-22,25.33,21.4,30.92,-5.59,False,,,
FR,2022-06-23,26.26,21.7,31.25,-4.99,False,,,
FR,2022-06-24,23.78,20.36,31.42,-7.64,False,,,
FR,2022-06-25,21.96,18.86,31.42,-9.46,False,,,
FR,2022-06-26,23.21,18.99,31.42,-8.21,False,,,
FR,2022-06-27,23.49,19.1,31.56,-8.07,False,,,
FR,2022-06-28,25.56,19.81,31.25,-5.69,False,,,
FR,2022-06-29,25.69,20.36,31.15,-5.46,False,,,
FR,2022-06-30,20.97,17.2,31.15,-10.18,False,,,
FR,2022-07-01,22.29,17.75,31.2,-8.91,False,,,
FR,2022-07-02,26.53,19.9,31.15,-4.62,False,,,
FR,2022-07-03,25.58,20.42,30.6,-5.02,False,,,
FR,2022-07-04,26.96,20.57,30.6,-3.64,False,,,
FR,2022-07-05,26.85,21.11,30.57,-3.72,False,,,
FR,2022-07-06,27.4,21.08,30.57,-3.17,False,,,
FR,2022-07-07,25.68,20.71,30.47,-4.79,False,,,
FR,2022-07-08,26.75,20.7,30.42,-3.67,False,,,
FR,2022-07-09,28.61,22.29,30.25,-1.64,False,,,
FR,2022-07-10,27.7,21.87,30.25,-2.55,False,,,
FR,2022-07-11,28.9,23.34,30.44,-1.54,False,,,
FR,2022-07-12,30.42,24.54,30.47,-0.05,True,FR-2022-07-12,1,3
FR,2022-07-13,32.52,25.97,30.58,1.94,True,FR-2022-07-12,2,3
FR,2022-07-14,30.61,24.74,30.42,0.19,True,FR-2022-07-12,3,3
FR,2022-07-15,28.59,23.42,30.42,-1.83,False,,,
FR,2022-07-16,29.28,23.64,30.42,-1.14,False,,,
FR,2022-07-17,31.33,25.05,30.58,0.75,True,FR-2022-07-17,1,3
FR,2022-07-18,35.49,28.01,30.62,4.87,True,FR-2022-07-17,2,3
FR,2022-07-19,36.61,29.25,30.62,5.99,True,FR-2022-07-17,3,3
FR,2022-07-20,27.53,23.1,30.85,-3.32,False,,,
FR,2022-07-21,28.48,23.23,30.69,-2.21,False,,,
FR,2022-07-22,27.37,22.7,30.69,-3.32,False,,,
FR,2022-07-23,26.81,22.83,30.91,-4.1,False,,,
FR,2022-07-24,31.59,25.06,30.98,0.61,True,,,
FR,2022-07-25,27.88,23.7,30.85,-2.97,False,,,
FR,2022-07-26,25.01,21.49,30.61,-5.6,False,,,
FR,2022-07-27,26.14,21.37,30.61,-4.47,False,,,
FR,2022-07-28,28.04,22.13,30.71,-2.67,False,,,
FR,2022-07-29,28.02,22.86,30.97,-2.95,False,,,
FR,2022-07-30,30.14,24.31,31.03,-0.89,True,,,
FR,2022-07-31,29.5,23.79,31.54,-2.04,False,,,
FR,2022-08-01,28.51,23.76,31.03,-2.52,False,,,
FR,2022-08-02,30.98,24.57,31.03,-0.05,True,,,
FR,2022-08-03,33.24,26.74,31.54,1.7,True,,,
FR,2022-08-04,29.93,24.79,31.83,-1.9,False,,,
FR,2022-08-05,27.38,22.76,32.27,-4.89,False,,,
FR,2022-08-06,27.64,22.29,32.52,-4.88,False,,,
FR,2022-08-07,28.33,22.77,32.28,-3.95,False,,,
FR,2022-08-08,29.42,23.25,32.28,-2.86,False,,,
FR,2022-08-09,30.81,24.59,32.28,-1.47,True,FR-2022-08-09,1,5
FR,2022-08-10,32.52,26.15,32.28,0.24,True,FR-2022-08-09,2,5
FR,2022-08-11,32.55,26.33,32.12,0.43,True,FR-2022-08-09,3,5
FR,2022-08-12,33.1,26.44,32.07,1.03,True,FR-2022-08-09,4,5
FR,2022-08-13,32.07,25.93,32.07,-0.0,True,FR-2022-08-09,5,5
FR,2022-08-14,27.89,22.98,31.94,-4.05,False,,,
