measure_id,measure_name,section,description,public_money_spent,european_funding,private_money_spent,listed_in_2020_ltrs
NL_075,TKI Urban Energy and TKI Construction and Technology,3.3,"The TKIs (Top Consortia for Knowledge and Innovation) are the implementing organisations within the Top Sector Energy that are responsible for designing and implementing the substantive innovation programmes. TKI Urban Energy and TKI Bouw en Techniek focus on specifically the built environment, as part of the Government's Mission-driven Innovation Policy (MIB) for a CO2 neutral and fully circular Netherlands by 2050. The TKI Urban Energy focuses on sustainable energy generation, saving, storage, distribution and smart energy applications in the built environment. This concerns, for example, the development of innovations and knowledge in the field of solar energy, natural gas-free heat and cold solutions, insulation, batteries and smart grids in homes, neighbourhoods and cities. They help consortia of companies, governments and knowledge institutions to develop projects that fit within the substantive programme lines of the responsible policy departments. TKI Urban Energy ensures that these parties can connect their innovation to subsidy opportunities, for example through its mission-driven innovation policy. The TKI Construction and Technology focuses on the sustainability and industrialization of the construction sector, with a lot of attention for energy saving, circular construction and sustainable, energy-smart new construction. They play a key role in the transition to energy-efficient and future-proof buildings and infrastructure. This TKI also brings parties together, develops knowledge agendas and helps to set up consortia that can participate in subsidy schemes. Both TKIs are important for driving and structuring knowledge and innovations that accelerate sustainability in the built environment.",,,,
NL_076,The Renovation Flows Programme,3.3,"The aim of the Renovation Flows Programme is to accelerate the sustainability of existing homes in the Netherlands by creating scalable and predictable renovation flows. The programme is a collaboration between De Bouwcampus, Stroomversnelling, TKI Urban Energy and TKI Bouw en Techniek, and is supported by VRO. By combining knowledge, expertise and networks, Verbouwstrooms focuses on developing standardized renovation processes that can be rolled out on a large scale, with the aim of making a sustainable, comfortable and healthy home a reality for everyone faster. Since the end of 2022, the Renovation Flows programme has been working on aggregating and scaling up demand and standardising and industrialising supply. As a result of this scale-up, the production and organisational costs of sustainability can be reduced. This is happening both in the rental market, where landlords and providers are supported in regional renovation deals to achieve large-scale long-term renovation programmes, as well as in the buying market where provinces and municipalities are now organising the first joint tenders for making private homes more sustainable. In addition, two grants have been opened under the Renovation Flows programme: the Multiannual Experiments Effective Renovation Flows (MEER) and the SPOR. Both schemes are explained in more detail on the following page. An example of a project that is working on standardization and scaling up is the Renovation Deal Twente. The goal of the Twente Renovation Deal is to make no less than 7,000 rental and owner-occupied homes more sustainable by 2030. Making these homes more sustainable includes improving insulation, restoring the architectural condition of the homes and preparing them for natural gas-free living. The three cities in Twente are in the category of Dutch cities with the most energy poverty. This requires a large-scale and industrialised approach. In the course of 2025, several pilots will be carried out in the designated pilot districts in Almelo, Hengelo and Enschede. The results look at expanding this approach on a national scale.",,,,
NL_077,Multi-Year Experiments Effective Renovation Flows (MEER),3.3,"The grant pool for Multiannual Experiments Effective Renovation Flows (MEER) supports frontrunners with large- scale, long-term renovation programmes with a high level of sustainability. The aim is to show how an industrial and standardised approach improves productivity and cost-effectiveness in renovations. These MORE programmes should demonstrate that they make homes more sustainable faster and at a lower cost, thereby reducing the risk of high energy costs. This will also inspire other property owners, municipalities and intermediaries to adopt a similar approach and thereby help scale up the renovation market. The budget for MORE has been opened in tranches. In 2024, there are two tranches for which parties have been able to apply for a subsidy, with a budget of €30 million and €22 million respectively.",,,,
NL_078,Subsidy scheme for process support for scaling up renovation projects (SPOR),3.3,"Since the end of 2023, the Subsidy Scheme for Process Support for Upscaling Renovation Projects (SPOR) has also been in place for landlords and other homeowners who want to make their homes more sustainable together. The SPOR aims to stimulate the scaling up of sustainable housing renovation projects. The SPOR does this by providing a subsidy for process support for partnerships in the bundling of renovation plans to achieve joint sustainability. The SPOR will be open annually for applications until 2026. In total, there is a budget of 19 million.",€ 1.700.000,€0.00,N.B.,
NL_079,Demonstration Energy and Climate Innovation (DEI+) Natural gas-free built environment,3.3,"The subsidy from the scheme Demonstration Energy and Climate Innovation (DEI+) Natural gas-free built environment is intended for entrepreneurs with an innovation that helps to make homes, residential buildings, buildings without a residential function (utility building) or neighbourhoods natural gas-free. It is an arrangement within the top sector Energy. The innovations are as follows: • the transition to natural gas-free or natural gas-free-ready homes, residential buildings, non-residential buildings or neighbourhoods. The costs are as low as possible for the end user and society; • maintaining the technical, physical, practical and aesthetic qualities in the home, the residential building, the utility building and/or the neighbourhood. And if it can improve these qualities; • increasing the pace of making existing homes, residential buildings, non-residential buildings or neighbourhoods natural gas-free or natural gas-free-ready on a large scale and with support. In 2024, 6 million euro was available for this scheme. The scheme is part of a broader DEI+ grant.",,,,
NL_080,MOOI scheme Built environment,3.3,"Through the MOOI (Mission-driven Research, Development and Innovation) Built Environment scheme, subsidy is available for consortia that work on innovative solutions with a multidisciplinary approach, in order to achieve the climate goals for the built environment. Subsidies are provided to projects that help make existing homes and non-residential buildings more sustainable on a large scale. The condition is that the project will lead to a first application no later than 5 years after the start. The maximum grant amount is € 4 million (minimum € 25,000 for each participant). A total of €20,350,000 is available for the final round (opening 2024).",,,,
NL_081,Zero-emission building and digitisation,3.3,"The first phase of the zero-emission building programme for industrial prefabricated construction is almost complete. 21 projects aimed at minimizing emissions (CO₂, particulate matter, nitrogen) across the industrial and construction logistics chain were carried out in collaboration between TNO and market parties. With the development of the digital system built environment (DSGO), an important part of the basic infrastructure has been created for large-scale digital chain collaboration in the sector. Through digideals, the DSGO is further deepened for specific solutions such as digital licensing. In March 2024, the digiVelijk programme started to support SMEs in the sector in particular by embedding digital cooperation in their work processes.",,,,
NL_082,National Growth Fund programme Future-proof Living Environment,3.3,"Under the direction of the TKI Bouw en Techniek, the implementation of the National Growth Fund programme Future-proof Living Environment started in 2023. The program focuses on the (further) development of circular and biobased building and data-driven asset management, the scaling up of industrialization within the sector aimed at increasing efficiency, productivity and reducing failure costs and the construction of a well-functioning, self-reinforcing, innovation ecosystem by initiating new approaches around learning, collaboration in the chain and structural innovation in the design, construction and engineering sector. The programme will run until 2028, with a mid-term review in 2026.",,,,
NL_083,Programme Innovation and Scale-up Housing,3.3,"At the end of 2024, the ‘Innovation and Scale-up of Housing’ programme was launched. The programme is a follow-up to the programme Conceptual Building and Industrial Production (2021). The actions should lead to 50% of new-build homes being built industrially by 2030 by removing barriers and adapting regulations, procedures and requirements. The programme also aims to scale up and implement innovations in the field of housing construction. It is essential to accelerate the scaling up and implementation of existing innovations, such as industrial building and digitisation, in daily practice so that the benefits can be fully exploited. By using these innovative techniques, housing can be built faster, more efficiently and more sustainably. Within the ‘innovation and scaling-up of housing’ programme, market parties, knowledge institutions and governments work together in four substantive programme lines. • Program Line 1: Conceptual and Industrial Housing. The actions within this programme line should lead to industrial housing being scaled up to 50% of housing by 2030. This programme line updates and strengthens, among other things, the actions of the 2021 programme ‘Conceptual Construction and Industrial Production’. • Programme line 2: Accelerating digitalisation in housing. This programme line provides a deepening and further elaboration of the 2027 digitally built environment governance agreement. These include digitisation for industrial housing, data sharing in digital area development and digital permitting. • Programme line 3: Open innovation. This program line is aimed at dealing with or removing obstacles in housing construction. This line connects with a number of existing innovation programmes such as the National Growth Fund Programme Future-proof Living Environment and Clean and Emissionless Building, and contributes to accelerating housing construction with knowledge and innovative solutions. • Programme line 4: Social innovation. This line focuses on accelerating the social impact of housing and uses the existing networks and instruments of area development and housing realization. In collaboration with stakeholders from area development, innovations from previous programme lines are scaled up and connected to local social issues. Program lines 1, 2 and 4 focus on scaling up existing innovations in order to realize more homes faster and to add spatial quality to (large-scale) area development. Programme line 3 is mainly intended for innovative ideas that need to be further researched and tested before they can be used in practice. A work programme will be drawn up for each programme line in the first quarter of 2025. During the course of the programme, (combinations of) innovations can be considered as Accelerators. This way, work can be done on scaling up across the programme lines. Nature Inclusive Isolation The (re-)isolation of existing dwellings or buildings should take into account the presence of protected animal species, such as house sparrows, swifts and bats. Carrying out ecological research for all individual homes separately is time-consuming and costly. For this reason, in collaboration with the IPO and the VNG, the national approach to nature-friendly isolation was announced in 2024. In the meantime, several studies have been carried out into the innovative detection method ‘eDNA’, which enables the rapid and effective detection of bats. The eDNA method was included as a recognised measure in a ministerial order on 7 March 2025.77 In the case of a negative test, one can isolate without taking additional measures. In the event of a positive test, it is necessary to check with the relevant province which rules apply. In the meantime, the ministries of LVVN and VRO, the IPO, the provinces, the VNG and the species organisations are working on a code of conduct. The activities in the code of conduct are not subject to a licence requirement if work is carried out in accordance with that code of conduct. The code of conduct is temporary and applies until environmental permits are issued on the basis of species management plans (SMPs).",,,,
NL_084,Climate adaptation,3.3,"The Green programme in and around the city has already been explained in section 3.1. With this programmatic approach, the interests of greening are better taken into account in the tasks we face in the built environment, such as climate adaptation, the urbanization task, making the existing city more sustainable and the energy transition. The National Climate Adaptation Strategy (NAS) provides a broad overview of the main climate risks for different sectors. It was agreed to present a recalibrated National Climate Adaptation Strategy (NAS’26) in 2026, with targets for infrastructure, freshwater availability, health, housing, cultural heritage, agriculture and nature. The Ministry of Housing, Spatial Planning and the Environment is working on four tasks: climate-adaptive new construction, climate-proof living, the heat-resistant city and future-proof working landscapes. The National Approach Climate Adaptation Built Environment Phase 1 outlines the commitment to the built environment and what ambitions are formulated. To make buildings climate-adaptive, the Climate Quarter testing ground at TU Delft's The Green Village has been started. Here, research is conducted and experimented with climate-adaptive innovations at the building level. Since 2022, 24 innovations have been realized, tested and further developed here, and several innovations have been scaled up to practice. In addition, preparations have started to realise innovations with five more entrepreneurs by 2025. Knowledge from innovation, science and policy is widely shared in various theme sessions and during working visits. In order to give an impetus to the quality and future-proofness of business parks, the project Werklandschappen van de Toekomst (Work Landscapes of the Future) has been started with the help of funds from the National Growth Fund. Until 2027, the project focuses on the social, ecological, climate-adaptive and economic strengthening of working landscapes. This is done by deploying four living labs and eight ambassador areas throughout the Netherlands, where research and innovations are tested and the scale-up of these is looked at. The knowledge gained is then made available to everyone. Everyone can also join as a partner area, and thus work on making their own work landscape climate-adaptive.",,,,
NL_085,Energy houses and awareness campaigns,3.3,"Almost every municipality in the Netherlands has an energy counter where people can go for more information and advice about and guidance on making their home more sustainable. The EPBD-IV has made provisions for so-called one-stop shops or energy houses to support the energy transition (Article 18). These energy houses are support points where, among others, households, small/micro-SMEs and owners of social real estate can turn to for technical and practical assistance for improving the energy performance of buildings. This can be done by ‘fix’ teams passing by the doors, but there can also be temporary or movable energy houses (such as the temporary use of a community house or library or a mobile home in which there is a mini energy house) to get closer to the target group in neighborhoods or villages and to be more visible. In order to effectively reach vulnerable households, energy houses will connect to existing local networks, such as citizen initiatives, local energy cooperatives and the networks from the social domain (key figures in the neighbourhood, informal networks, etc.). The Netherlands is developing these energy houses building on the existing instruments such as energy counters, coaches, fixers and the website Beterjehuis.nl. The energy house will be further devised in the coming period together with those involved. By aligning advice and support more closely by bringing it together under one proverbial roof in the energy house, it becomes clearer and easier to find and get the desired help and advice. The design and financing of the part of the energy houses aimed at households in a vulnerable position is elaborated as a measure in the Dutch Social Climate Plan, see also section 3.2.",,,,
NL_086,Awareness-raising campaigns,3.3,"In addition, there are a number of national communication campaigns organised by the central government to offer residents more perspective on action and to encourage them to be more aware of energy.",,,,
NL_087,Climate campaign ‘Make the switch too’,3.3,"In April 2023, the central government launched a multi-year national climate campaign under the name ‘Set the switch too’. The aim is to inform citizens, businesses and governments about climate change, what we can do about it and how. It is a dome campaign on three levels. The second level describes the why and how in the domains of living/energy, mobility, circular economy and food. The third level is that of concrete action perspective.",,,,
NL_088,Public campaign Beterjehuis.nl,3.3,"On 20 May 2024, the new, multi-year public campaign ‘Improvjehuis.nl’ with the slogan ‘Who isolates benefits’ was launched. The website www.verbeterjehuis.nl is central to every expression. This is the platform for specialist knowledge and information about making the home more sustainable. This website offers a central and independent place to provide information and action perspective to citizens together with Milieu Centraal. And so to (continue to) take steps towards sustainable living without the use of natural gas. People can find suitable information and practical tips here at any time they choose and also get tailor-made advice via the improvement check.78 79 In any case, the public campaign will run until January 2026. In this campaign we promote the website Beterjehuis.nl. We do this from different angles such as the role of the energy counter, a low energy bill, the feasibility and affordability of sustainability for everyone to the importance of good ventilation in insulation. We give practical tips and information so that Dutch people can all get started with sustainability. The campaign is in line with the Zet Ook De Knop (ZODKO) Climate Campaign, so that the messages in the two campaigns reinforce and complement each other.",,,,
NL_089,Communicating more consciously with energy,3.3,"In the autumn of 2024, a large-scale public campaign was launched that focuses on the more conscious use of energy. This campaign is part of the overarching ‘Turn the button on too’ campaign. The campaign focuses on two main themes: boosting energy consumption at the right times, with the aim of preventing grid congestion, and promoting energy savings. Although the Netherlands is already well on track in the energy transition, it remains important that both citizens and entrepreneurs deal with energy more consciously. The campaign is therefore targeted at households and SMEs, using various means of communication, such as television and radio advertising, social media, online advertising and the campaign website. This approach should reach a wide audience.",,,,
NL_090,Information for professionals: Volkshuisvestingnederland.nl,3.3,"In addition to campaigns for residents, there is also a platform 81 for professionals where they can find information and tools about sustainability. For example, there is white label communication material and guidance for all relevant topics and different target group approaches; such as VUs. For VUs, a centre of expertise was also launched in 2024, which is carried out by Milieu Centraal and aims to boost the professionalism of VUs’ support and unburdening. National Net Congestion Action Plan (LAN) Net congestion hinders the sustainability of the built environment, because electrification with, for example, heat pumps, solar panels and charging stations has to wait for the expansion of the electricity grid. The central government, network operators and regional partners are therefore working on measures in the National Net Congestion Action Plan (LAN) to expand the grid faster, to make better use of it and to gain better insight into the state of the grid. Within the LAN, work is being done on faster network expansion by shortening procedures, making area investments and accelerating urgent projects through additional management. At the same time, new contract forms and forms of congestion management are being developed to allow large consumers to handle capacity more flexibly. For companies, flexibility is stimulated, among other things, through the Flex-e scheme and new forms of contract. Households and SMEs will be encouraged to use smart power through future time-dependent grid tariffs, smart device standards and awareness campaigns. Together with the sector, we are also working on frameworks for net-conscious new construction and net-conscious renovation. New data products such as the Capacity Map and Buurtnet app also provide better insight into available capacity. In Flevoland, Gelderland and Utrecht, the problem is currently the most urgent. Additional regional measures are used here, such as adjustable power, storage and congestion management. TenneT is working on a thorough revision of its internal working methods to reduce the lead times of high- voltage projects. Spatial processes are adapted so that studies and other steps in the early project phase can take place in parallel. It also focuses on standardization and modular design of assets such as masts and transformers, so that production, transport and installation run more efficiently and faster. In order to give priority to parties with a major social interest in the current queue for transport capacity on the electricity grid, the ACM has established the prioritisation framework. As a result of the ruling of the College van Beroep voor het bedrijfsleven (CBb), the ACM published a new draft prioritisation framework decision on 26 June. At the end of this year, the ACM will adopt the final framework so that it can enter into force on 1 January 2026. The draft decision also includes categories of small consumers, including housing, as a priority.",,,,
NL_091,Labour market and education,3.3,"Despite a limited reduction in labour shortages, there was still a very tight labour market for the most relevant professions for the energy transition in the built environment.80 A number of measures that are used to combat this shortage are discussed below.",,,,
NL_092,Green and Digital Jobs Action Plan,3.3,"The Green and Digital Jobs Action Plan was launched in 2023. It is a plan in which employers, education and the government jointly take their responsibility to tackle the labour market in the climate and digital transition. Tackling labour market shortages in technology and ICT is a joint task of employers, employees, education and the government. This requires action on several fronts. The government focuses on four pillars: • Increase inflow into Beta-Technical Education; • Maintaining and increasing the inflow into the beta-technical labour market; • Labour productivity growth; and • Strengthen governance and reduce fragmentation. The measures under examination focus on 1) making work more rewarding, 2) increasing labour supply and 3) financially supporting the transition of workers to structurally tight sectors. Structural shortage sectors include, for example, sectors where shortages are expected for a longer period of time, such as sectors relevant for the climate and energy transition.",,,,
NL_093,Technology attack plan,3.3,"An important first step in tackling labour market shortages has been taken by the technical employers (Industry Coalition). On 4 November 2022, this coalition presented the ‘Attack Plan for Labour Market Shortage in Technology, Construction and Energy’. This plan has since been renamed the ‘Attack Plan Technique’. The attack plan contains measures and actions with which employers will work over the next 10 years to reduce the shortages. The technical employers ask the government to jointly invest extra in the connection education- labour market, in the field of labour market infrastructure and in promoting diversity and inclusion. The Attack Plan includes the following measures: • (Further) improvement of working conditions; • Encouraging diversity and inclusiveness; • 10-year learning, employment and income perspective; • Productivity offensive; • Golden gate (recognizable orientation place for workers and jobseekers); • Hybrid learning environments; • Investments in technical promotion; • to train and make available hybrid teachers. The Attack Plan for Technology is an initiative of six Technology, Construction and Energy sector organisations: Bouwend Nederland, FME, Koninklijke Metaalunie, Techniek Nederland, WENB and BOVAG. They take the initiative in collaboration with VNO-NCW, MKB-Nederland, CNV Vakmensen and FNV. See oo k Scale-up plan to recruit 5,000 technicians | Energeia",,,,
NL_094,People make the transition,3.3,"People Make the Transition (MMT) is a collective of eight national organisations working on the energy transition. This partnership includes construction companies, installers, grid operators and institutions for education and research, with the joint mission of realizing a sustainable built environment. MMT achieves this goal through collaboration, knowledge sharing and innovation, with the aim of accelerating and simplifying the energy transition.",,,,
NL_095,Program Clean and Emissionless Building (SEB),3.4,"The SEB programme focuses on making work, feed and vessels used in construction (construction equipment) more sustainable. Step by step, equipment becomes cleaner and quieter. It also looks at process measures, such as prefab, digitization and smart transport. The transition will take shape with a roadmap that indicates the pace, the covenant in which partners agree, among other things, to implement emission requirements and with various instruments to support the transition (financially). There are now more than 110 covenant partners (municipalities, provinces, water boards, industry and network parties) to implement various emission reduction targets: • 60% NOx emission reduction compared to 2018 (Nitrogen Reduction and Nature Improvement Programme); • 0.4 Mton CO2 emission reduction compared to 2019 (Climate Agreement); • 75% health gain compared to 2016 (Clean Air Agreement); • Climate-neutral and circular national infrastructure projects in 2030 (CIP Strategy).",,,,
NL_096,Clean and Emissionless Building Equipment (SSEB) subsidy scheme,3.4,"The Subsidy Scheme for Clean and Emissionless Building Equipment (SSEB) focuses on Dutch construction companies with their own equipment and rental companies. The scheme has been in place since 2022 and until 2030. A total of 360 million is available for the scheme. The SSEB consists of three parts: 1) SSEB Purchase: within this subsidy is granted for the purchase of new zero-emission construction equipment; 2) 2. SSEB Retrofit: subsidy is granted for the conversion of existing tools to emission-free and for equipping existing tools with after-treatment technology (retrofit) that reduces nitrogen emissions. 4) SSEB Innovation: within this, projects and research are subsidised into innovations for emission-free construction equipment and required charging infrastructure.",,,,
NL_097,Specific Benefit (SPUK),3.4,"There is a Specific Allowance (SPUK) for fellow governments (municipalities, provinces, water boards) that have signed the SEB covenant. The SPUK can only be applied for construction work where emission-free equipment is used. The benefit is a contribution to the additional costs that co-governments may have to deal with by demanding this commitment. The scheme will run until 2030 at the latest. Each year, a budget is set aside for each co-government participating in the agreement for which applications can be submitted. In order to be able to submit an application, the co-government must have emission-free equipment used for construction work. Based on the power classes of the machines and the number of betting days, the amount of the allowance is calculated. A total of EUR 216 million is available for this instrument.",,,,
NL_098,SEB resources contracting authorities,3.4,"There is financial support for the Rijkswaterstaat, ProRail and the Rijksvastgoedbedrijf. With this support, the government services can implement the SEB covenant at an ambitious level. As a frontrunner, the government services are accelerating the transition to the use of clean and emission-free construction equipment. A total of EUR 275 million is available for this instrument. The contracting authorities submit annual spending plans for the funds.",,,,
NL_099,"SEB resources charging infrastructure, knowledge programmes, etc.",3.4,"In addition, 334 million euros have been made available to stimulate charging infrastructure on the construction site. Charging infrastructure is an essential part of the transition. These include (mobile) charging points and battery packs. The funds can be used in the aforementioned instruments, such as the SPUK and the SSEB. In addition, EUR 3 million has been made available for the verification of compliance. A total of 85 million has been made available for knowledge and scaling up in the field of digitization, prefab, smarter logistics, improving data and process measures via the Top Sector Logistics (TSL).",,,,
NL_100,International deployment SEB,3.4,"Where the Netherlands focuses on making work, feed and vessels used in construction more sustainable, international commitment is essential to make the transition to zero-emission construction equipment. Due to the still limited international demand for zero-emission construction equipment and the lack of international emission legislation on this equipment, manufacturers and retrofit companies have limited incentives to invest in making this category more sustainable despite the technical possibilities. The Netherlands is therefore committed internationally to encourage other parties and organisations to also focus on making this category more sustainable and to tighten up international emission legislation that promotes the supply and demand for this equipment and creates a level playing field for industry.",,,,
NL_101,Tax benefit of investing in sustainable buildings,3.4,"In addition, entrepreneurs can invest in the sustainable buildings via the MIA \Vamil with tax deduction. There, investment deductions are possible for a sharp environmental performance of a building, if materials applied during the construction project consist of at least one of the following options on a volume basis:",,,,
NL_102,National Approach to Biobased Building (NABB),3.4,"The aim of the National Approach to Biobased Building is to contribute to national climate and nature objectives – and legal obligations – by stimulating the transition from current (abiotic) construction practice to a sustainable (biobased) construction practice. The scaling up of a market for biobased building materials requires changes in multiple sectors (agriculture, industry and construction) at the same time. Experience shows that this transition does not happen by itself and requires a high degree of coordination. That is why the national government is taking action to facilitate the transition in the (agricultural) sector until the market for the cultivation, processing and application of bio-raw materials functions independently. Previously, funds have been made available to set up independent chains for biobased building materials: € 200 million has been allocated to set up the market from 2023 to 2030.81",,,,
NL_103,Additional subsidy for the use of biobased insulation materials,3.4,"The subsidy schemes for homeowners (ISDE, SVVE, SVOH) state that the applicant receives extra subsidy when using biobased insulation material. This is in addition to the 'normal' subsidy and applies per area and measure. From January 2024, the biobased insulation materials that meet the subsidy requirements are listed in the RVO insulation materialsHYPERLINK ""https://www.rvo.nl/subsidies- financiering/isde/woningeigenaren/isolatiemaatregelen"" reporting code list.",,,,
NL_104,High-quality reuse of demolition waste in relation to circular renovation and construction,3.4,"The construction sector is resource intensive and generates a lot of waste and CO2 emissions. The goal of the National Circular Economy Programme is to use 50% less primary abiotic raw materials by 2030 and to be 100% circular by 2050. In addition to the use of biobased (renewable) raw materials, the reuse of building elements, construction products and building materials makes an important contribution to achieving this goal. It also contributes to national climate and nature objectives and to reducing resource dependency on other countries. To enable reuse, buildings need to be renovated and demolished in a circular manner. A number of parties are working on an approach to circular demolition and reuse, in which attention is paid to both stimulating supply and stimulating demand for secondary construction products. Part of the approach is to look at the stimulation and safeguarding of circular demolition in the BRL SVMS-007 and the Verification Regulation for circular demolition and a system to periodically adjust / sharpen it via the partially still to be developed Best Available Method. Without the disposal of the dismantled building elements or products, circular demolition is of little use. That is why we are also looking at how the demand can be increased. Knowledge development and knowledge transfer to various actors in the construction sector will be important elements in the approach. A number of projects have already been started (with a subsidy from VRO) to promote circular demolition and reuse. For example, work is being done on standards for the exchange of data on secondary building materials (DigiGo, Insert), a knowledge programme on circular demolition (VERAS, SVMS, SVS) and an initial investigation into the Best Available Method for circular demolition has been completed. It also looks at what can be learned from initiatives in the country such as the Circular deal on secondary building materials North Holland North.",,,,
NL_105,Energy Investment Deduction (EIA),Annex I,,"€842,000,000",€0.00,N.B.,Yes
NL_106,Reduced VAT rate for insulation worka,Annex I,,"€34,000,000",N/A,N/A,Yes
NL_107,Incentives for Construction and Maintenance of Sports facilities (BOSA),Annex I,,€ 233.792.000,€0.00,N.B.,
NL_108,Environmental Investment Deduction (MIA) and Random Depreciation Environmental,Annex I,,"€734,000,000",€0.00,N.B.,Yes
NL_109,Sustainability Social Real estate,Annex I,,"€ 163,997,000",N.B.,N.B.,
NL_110,Salvage scheme,Annex I,,€1 951 000 000,N.B.,N.B.,
NL_111,Local Approach to National Insulation Program (NIP),Annex I,,€ 306.700.000,N.B.,N.B.,
NL_112,Energy price cap,Annex I,,"€ 3,798,000,000",N.B.,N.B.,
NL_113,SPUK Energy poverty,Annex I,,€ 358.959.000,N.B.,N.B.,
NL_114,Natural Gas Free Zones (PAW) programme,Annex I,,€ 117.600.000,N.B.,N.B.,
NL_115,Renovation accelerator,Annex I,,€8.739.000,N.B.,N.B.,
NL_116,Subsidy Energy Saving Own Home (SEEH),Annex I,,"€198,446,000",N.B.,N.B.,Yes
